,lon,lat,z,heading,score
0,8.348873,40.589774,16.5407772064209,96.34940339537923,0.0
1,8.348873,40.589774,16.5407772064209,276.3494033953792,0.0
2,8.334049,40.541316,46.84558868408203,189.32647574706857,0.0
3,8.334049,40.541316,46.84558868408203,9.32647574706857,0.0
4,8.337182,40.545873,50.94786834716797,84.24163313274494,0.0
5,8.337182,40.545873,50.94786834716797,264.24163313274494,0.0
6,8.324361,40.605128,17.45213890075684,114.60215332987266,0.0
7,8.324361,40.605128,17.45213890075684,294.60215332987264,0.0
8,8.330215,40.582604,18.02926635742188,207.48564263471394,0.0
9,8.330215,40.582604,18.02926635742188,27.48564263471394,0.0
10,8.336703,40.547235,51.06491470336914,20.826423112998953,0.0
11,8.336703,40.547235,51.06491470336914,200.82642311299895,0.0
12,8.332272,40.548449,43.67589569091797,212.85523116859292,2.0
13,8.332272,40.548449,43.67589569091797,32.85523116859292,2.0
14,8.345862,40.57923,22.05316162109375,113.05846939344283,0.0
15,8.345862,40.57923,22.05316162109375,293.0584693934428,0.0
16,8.333857,40.5692,22.52563858032227,203.8076965812145,0.0
17,8.333857,40.5692,22.52563858032227,23.807696581214486,0.0
18,8.296196,40.59295,1.462485671043396,208.40066432952653,1.0
19,8.296196,40.59295,1.462485671043396,28.400664329526535,1.0
20,8.329153,40.548887,34.10072326660156,-44.97252870466059,2.0
21,8.329153,40.548887,34.10072326660156,135.0274712953394,2.0
22,8.333816,40.54807,48.14157867431641,22.302696660584616,0.0
23,8.333816,40.54807,48.14157867431641,202.30269666058462,0.0
24,8.353465,40.574002,23.56875419616699,77.42144797904234,0.0
25,8.353465,40.574002,23.56875419616699,257.42144797904234,0.0
26,8.330762,40.596499,10.79483985900879,-82.54587731065317,0.0
27,8.330762,40.596499,10.79483985900879,97.45412268934683,0.0
28,8.34675,40.555415,71.73328399658203,195.07829768714265,0.0
29,8.34675,40.555415,71.73328399658203,15.078297687142651,0.0
30,8.345692,40.555847,77.80377960205078,195.07829768714265,0.0
31,8.345692,40.555847,77.80377960205078,15.078297687142651,0.0
32,8.344056,40.591002,12.59640598297119,-2.130214978063975,0.0
33,8.344056,40.591002,12.59640598297119,177.86978502193602,0.0
34,8.331853,40.606099,10.50847148895264,79.0353896299298,0.0
35,8.331853,40.606099,10.50847148895264,259.0353896299298,0.0
36,8.324427,40.602462,16.86285591125488,14.60339508515142,0.0
37,8.324427,40.602462,16.86285591125488,194.60339508515142,0.0
38,8.336257,40.541202,52.7338752746582,23.07038566335234,0.0
39,8.336257,40.541202,52.7338752746582,203.07038566335234,0.0
40,8.333185,40.557374,50.29571151733398,-90.0,0.0
41,8.333185,40.557374,50.29571151733398,90.0,0.0
42,8.340583,40.541563,62.99072265625,76.9245027441782,0.0
43,8.340583,40.541563,62.99072265625,256.9245027441782,0.0
44,8.336988,40.54106,54.48130416870117,161.44972757139055,0.0
45,8.336988,40.54106,54.48130416870117,341.44972757139055,0.0
46,8.332024,40.558565,33.66550827026367,226.46737554862892,0.0
47,8.332024,40.558565,33.66550827026367,46.46737554862892,0.0
48,8.271959,40.606382,15.07722473144531,164.09103970068898,0.0
49,8.271959,40.606382,15.07722473144531,344.09103970068895,0.0
50,8.30478,40.588632,1.107341527938843,221.76169479138684,0.0
51,8.30478,40.588632,1.107341527938843,41.761694791386844,0.0
52,8.341587,40.57806,72.83260345458984,230.12120831537112,0.0
53,8.341587,40.57806,72.83260345458984,50.12120831537112,0.0
54,8.318215,40.579857,7.944124698638916,230.29572403500214,2.0
55,8.318215,40.579857,7.944124698638916,50.29572403500214,2.0
56,8.328931,40.596968,15.19677352905273,-88.80179121943792,0.0
57,8.328931,40.596968,15.19677352905273,91.19820878056208,0.0
58,8.347217,40.597703,12.73889350891113,122.8342716474994,0.0
59,8.347217,40.597703,12.73889350891113,302.8342716474994,0.0
60,8.326288,40.577759,12.28981399536133,117.94537618463312,0.0
61,8.326288,40.577759,12.28981399536133,297.9453761846331,0.0
62,8.348512,40.599193,12.10420608520508,122.82951304963589,0.0
63,8.348512,40.599193,12.10420608520508,302.8295130496359,0.0
64,8.300313,40.591273,1.948238492012024,208.42730249828327,1.0
65,8.300313,40.591273,1.948238492012024,28.427302498283268,1.0
66,8.298242,40.592117,2.097272396087646,208.42730249828327,0.0
67,8.298242,40.592117,2.097272396087646,28.427302498283268,0.0
68,8.327244,40.579468,11.67269229888916,-62.05737415458793,0.0
69,8.327244,40.579468,11.67269229888916,117.94262584541207,0.0
70,8.331796,40.60428,8.854928970336914,91.73926342713872,0.0
71,8.331796,40.60428,8.854928970336914,271.7392634271387,0.0
72,8.343316,40.553182,72.17832946777344,107.58683206476337,0.0
73,8.343316,40.553182,72.17832946777344,287.58683206476337,0.0
74,8.265487,40.604958,25.25541305541992,-16.59016657673817,0.0
75,8.265487,40.604958,25.25541305541992,163.40983342326183,0.0
